trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
1089,19:38:00,19:38:00,37378,2,0,0,0.9068
1089,19:40:00,19:40:00,37377,3,0,0,1.1998
1089,19:42:00,19:42:00,37376,4,0,0,1.5466
1089,19:44:00,19:44:00,36994,5,0,0,1.7955
1089,19:46:00,19:46:00,36995,6,0,0,2.0894
1089,19:48:00,19:48:00,36996,7,0,0,2.4973
1089,19:49:00,19:49:00,36997,8,0,0,2.7748
1089,19:52:00,19:52:00,36998,9,0,0,3.4561
1089,19:55:00,19:55:00,37002,10,0,0,4.8778
1089,19:56:00,19:56:00,37003,11,0,0,5.5259
1089,19:58:00,19:58:00,37004,12,0,0,6.7360
1089,20:00:00,20:00:00,37005,13,0,0,7.2983
1089,20:02:00,20:02:00,38229,14,0,0,8.1587
1089,20:05:00,20:05:00,42673,15,0,0,9.0606
1090,19:45:00,19:45:00,39348,1,0,0,0.0000
1090,19:48:00,19:48:00,37378,2,0,0,0.9068
1090,19:50:00,19:50:00,37377,3,0,0,1.1998
1090,19:52:00,19:52:00,37376,4,0,0,1.5466
1090,19:54:00,19:54:00,36994,5,0,0,1.7955
1090,19:56:00,19:56:00,36995,6,0,0,2.0894
1090,19:58:00,19:58:00,36996,7,0,0,2.4973
1090,19:59:00,19:59:00,36997,8,0,0,2.7748
1090,20:02:00,20:02:00,36998,9,0,0,3.4561
1090,20:05:00,20:05:00,37002,10,0,0,4.8778
1090,20:06:00,20:06:00,37003,11,0,0,5.5259
1090,20:08:00,20:08:00,37004,12,0,0,6.7360
1090,20:10:00,20:10:00,37005,13,0,0,7.2983
1090,20:12:00,20:12:00,38229,14,0,0,8.1587
1090,20:15:00,20:15:00,42673,15,0,0,9.0606
1091,20:05:00,20:05:00,39348,1,0,0,0.0000
1091,20:08:00,20:08:00,37378,2,0,0,0.9068
1091,20:10:00,20:10:00,37377,3,0,0,1.1998
1091,20:12:00,20:12:00,37376,4,0,0,1.5466
1091,20:14:00,20:14:00,36994,5,0,0,1.7955
1091,20:16:00,20:16:00,36995,6,0,0,2.0894
1091,20:18:00,20:18:00,36996,7,0,0,2.4973
1091,20:19:00,20:19:00,36997,8,0,0,2.7748
1091,20:22:00,20:22:00,36998,9,0,0,3.4561
1091,20:25:00,20:25:00,37002,10,0,0,4.8778
1091,20:26:00,20:26:00,37003,11,0,0,5.5259
1091,20:28:00,20:28:00,37004,12,0,0,6.7360
1091,20:30:00,20:30:00,37005,13,0,0,7.2983
1091,20:32:00,20:32:00,38229,14,0,0,8.1587
1091,20:35:00,20:35:00,42673,15,0,0,9.0606
1092,20:35:00,20:35:00,39348,1,0,0,0.0000
1092,20:38:00,20:38:00,37378,2,0,0,0.9068
1092,20:40:00,20:40:00,37377,3,0,0,1.1998
1092,20:42:00,20:42:00,37376,4,0,0,1.5466
1092,20:44:00,20:44:00,36994,5,0,0,1.7955
1092,20:46:00,20:46:00,36995,6,0,0,2.0894
1092,20:48:00,20:48:00,36996,7,0,0,2.4973
1092,20:49:00,20:49:00,36997,8,0,0,2.7748
1092,20:52:00,20:52:00,36998,9,0,0,3.4561
1092,20:55:00,20:55:00,37002,10,0,0,4.8778
1092,20:56:00,20:56:00,37003,11,0,0,5.5259
1092,20:58:00,20:58:00,37004,12,0,0,6.7360
1092,21:00:00,21:00:00,37005,13,0,0,7.2983
1092,21:02:00,21:02:00,38229,14,0,0,8.1587
1092,21:05:00,21:05:00,42673,15,0,0,9.0606
1093,21:05:00,21:05:00,39348,1,0,0,0.0000
1093,21:08:00,21:08:00,37378,2,0,0,0.9068
1093,21:10:00,21:10:00,37377,3,0,0,1.1998
1093,21:12:00,21:12:00,37376,4,0,0,1.5466
1093,21:14:00,21:14:00,36994,5,0,0,1.7955
1093,21:16:00,21:16:00,36995,6,0,0,2.0894
1093,21:18:00,21:18:00,36996,7,0,0,2.4973
1093,21:19:00,21:19:00,36997,8,0,0,2.7748
1093,21:22:00,21:22:00,36998,9,0,0,3.4561
1093,21:25:00,21:25:00,37002,10,0,0,4.8778
1093,21:26:00,21:26:00,37003,11,0,0,5.5259
1093,21:28:00,21:28:00,37004,12,0,0,6.7360
1093,21:30:00,21:30:00,37005,13,0,0,7.2983
1093,21:32:00,21:32:00,38229,14,0,0,8.1587
1093,21:35:00,21:35:00,42673,15,0,0,9.0606
1094,21:35:00,21:35:00,39348,1,0,0,0.0000
1094,21:38:00,21:38:00,37378,2,0,0,0.9068
1094,21:40:00,21:40:00,37377,3,0,0,1.1998
1094,21:42:00,21:42:00,37376,4,0,0,1.5466
1094,21:44:00,21:44:00,36994,5,0,0,1.7955
1094,21:46:00,21:46:00,36995,6,0,0,2.0894
1094,21:48:00,21:48:00,36996,7,0,0,2.4973
1094,21:49:00,21:49:00,36997,8,0,0,2.7748
1094,21:52:00,21:52:00,36998,9,0,0,3.4561
1094,21:55:00,21:55:00,37002,10,0,0,4.8778
1094,21:56:00,21:56:00,37003,11,0,0,5.5259
1094,21:58:00,21:58:00,37004,12,0,0,6.7360
1094,22:00:00,22:00:00,37005,13,0,0,7.2983
1094,22:02:00,22:02:00,38229,14,0,0,8.1587
1094,22:05:00,22:05:00,42673,15,0,0,9.0606
1095,22:05:00,22:05:00,39348,1,0,0,0.0000
1095,22:08:00,22:08:00,37378,2,0,0,0.9068
1095,22:10:00,22:10:00,37377,3,0,0,1.1998
1095,22:12:00,22:12:00,37376,4,0,0,1.5466
1095,22:14:00,22:14:00,36994,5,0,0,1.7955
1095,22:16:00,22:16:00,36995,6,0,0,2.0894
1095,22:18:00,22:18:00,36996,7,0,0,2.4973
1095,22:19:00,22:19:00,36997,8,0,0,2.7748
1095,22:22:00,22:22:00,36998,9,0,0,3.4561
1095,22:25:00,22:25:00,37002,10,0,0,4.8778
1095,22:26:00,22:26:00,37003,11,0,0,5.5259
1095,22:28:00,22:28:00,37004,12,0,0,6.7360
1095,22:30:00,22:30:00,37005,13,0,0,7.2983
1095,22:32:00,22:32:00,38229,14,0,0,8.1587
1095,22:35:00,22:35:00,42673,15,0,0,9.0606
1096,22:35:00,22:35:00,39348,1,0,0,0.0000
1096,22:38:00,22:38:00,37378,2,0,0,0.9068
1096,22:40:00,22:40:00,37377,3,0,0,1.1998
1096,22:42:00,22:42:00,37376,4,0,0,1.5466
1096,22:44:00,22:44:00,36994,5,0,0,1.7955
1096,22:46:00,22:46:00,36995,6,0,0,2.0894
1096,22:48:00,22:48:00,36996,7,0,0,2.4973
1096,22:49:00,22:49:00,36997,8,0,0,2.7748
1096,22:52:00,22:52:00,36998,9,0,0,3.4561
1096,22:55:00,22:55:00,37002,10,0,0,4.8778
1096,22:56:00,22:56:00,37003,11,0,0,5.5259
1096,22:58:00,22:58:00,37004,12,0,0,6.7360
1096,23:00:00,23:00:00,37005,13,0,0,7.2983
1096,23:02:00,23:02:00,38229,14,0,0,8.1587
1096,23:05:00,23:05:00,42673,15,0,0,9.0606
1097,23:05:00,23:05:00,39348,1,0,0,0.0000
1097,23:08:00,23:08:00,37378,2,0,0,0.9068
1097,23:10:00,23:10:00,37377,3,0,0,1.1998
1097,23:12:00,23:12:00,37376,4,0,0,1.5466
1097,23:14:00,23:14:00,36994,5,0,0,1.7955
1097,23:16:00,23:16:00,36995,6,0,0,2.0894
1097,23:18:00,23:18:00,36996,7,0,0,2.4973
1097,23:19:00,23:19:00,36997,8,0,0,2.7748
1097,23:22:00,23:22:00,36998,9,0,0,3.4561
1097,23:25:00,23:25:00,37002,10,0,0,4.8778
1097,23:26:00,23:26:00,37003,11,0,0,5.5259
1097,23:28:00,23:28:00,37004,12,0,0,6.7360
1097,23:30:00,23:30:00,37005,13,0,0,7.2983
1097,23:32:00,23:32:00,38229,14,0,0,8.1587
1097,23:35:00,23:35:00,42673,15,0,0,9.0606
1098,23:35:00,23:35:00,39348,1,0,0,0.0000
1098,23:38:00,23:38:00,37378,2,0,0,0.9068
1098,23:40:00,23:40:00,37377,3,0,0,1.1998
1098,23:42:00,23:42:00,37376,4,0,0,1.5466
1098,23:44:00,23:44:00,36994,5,0,0,1.7955
1098,23:46:00,23:46:00,36995,6,0,0,2.0894
1098,23:48:00,23:48:00,36996,7,0,0,2.4973
1098,23:49:00,23:49:00,36997,8,0,0,2.7748
1098,23:52:00,23:52:00,36998,9,0,0,3.4561
1098,23:55:00,23:55:00,37002,10,0,0,4.8778
1098,23:56:00,23:56:00,37003,11,0,0,5.5259
1098,23:58:00,23:58:00,37004,12,0,0,6.7360
1098,24:00:00,24:00:00,37005,13,0,0,7.2983
1098,24:02:00,24:02:00,38229,14,0,0,8.1587
1098,24:05:00,24:05:00,42673,15,0,0,9.0606
1099,24:05:00,24:05:00,39348,1,0,0,0.0000
1099,24:08:00,24:08:00,37378,2,0,0,0.9068
1099,24:10:00,24:10:00,37377,3,0,0,1.1998
1099,24:12:00,24:12:00,37376,4,0,0,1.5466
1099,24:14:00,24:14:00,36994,5,0,0,1.7955
1099,24:16:00,24:16:00,36995,6,0,0,2.0894
1099,24:18:00,24:18:00,36996,7,0,0,2.4973
1099,24:19:00,24:19:00,36997,8,0,0,2.7748
1099,24:22:00,24:22:00,36998,9,0,0,3.4561
1099,24:25:00,24:25:00,37002,10,0,0,4.8778
1099,24:26:00,24:26:00,37003,11,0,0,5.5259
1099,24:28:00,24:28:00,37004,12,0,0,6.7360
1099,24:30:00,24:30:00,37005,13,0,0,7.2983
1099,24:32:00,24:32:00,38229,14,0,0,8.1587
1099,24:35:00,24:35:00,42673,15,0,0,9.0606
1100,24:35:00,24:35:00,39348,1,0,0,0.0000
1100,24:38:00,24:38:00,37378,2,0,0,0.9068
1100,24:40:00,24:40:00,37377,3,0,0,1.1998
1100,24:42:00,24:42:00,37376,4,0,0,1.5466
1100,24:44:00,24:44:00,36994,5,0,0,1.7955
1100,24:46:00,24:46:00,36995,6,0,0,2.0894
1100,24:48:00,24:48:00,36996,7,0,0,2.4973
1100,24:49:00,24:49:00,36997,8,0,0,2.7748
1100,24:52:00,24:52:00,36998,9,0,0,3.4561
1100,24:55:00,24:55:00,37002,10,0,0,4.8778
1100,24:56:00,24:56:00,37003,11,0,0,5.5259
1100,24:58:00,24:58:00,37004,12,0,0,6.7360
1100,25:00:00,25:00:00,37005,13,0,0,7.2983
1100,25:02:00,25:02:00,38229,14,0,0,8.1587
1100,25:05:00,25:05:00,42673,15,0,0,9.0606
1101,25:05:00,25:05:00,39348,1,0,0,0.0000
1101,25:08:00,25:08:00,37378,2,0,0,0.9068
1101,25:10:00,25:10:00,37377,3,0,0,1.1998
1101,25:12:00,25:12:00,37376,4,0,0,1.5466
1101,25:14:00,25:14:00,36994,5,0,0,1.7955
1101,25:16:00,25:16:00,36995,6,0,0,2.0894
1101,25:18:00,25:18:00,36996,7,0,0,2.4973
1101,25:19:00,25:19:00,36997,8,0,0,2.7748
1101,25:22:00,25:22:00,36998,9,0,0,3.4561
1101,25:25:00,25:25:00,37002,10,0,0,4.8778
1101,25:26:00,25:26:00,37003,11,0,0,5.5259
1101,25:28:00,25:28:00,37004,12,0,0,6.7360
1101,25:30:00,25:30:00,37005,13,0,0,7.2983
1101,25:32:00,25:32:00,38229,14,0,0,8.1587
1101,25:35:00,25:35:00,42673,15,0,0,9.0606
1102,25:35:00,25:35:00,39348,1,0,0,0.0000
1102,25:38:00,25:38:00,37378,2,0,0,0.9068
1102,25:40:00,25:40:00,37377,3,0,0,1.1998
1102,25:42:00,25:42:00,37376,4,0,0,1.5466
1102,25:44:00,25:44:00,36994,5,0,0,1.7955
1102,25:46:00,25:46:00,36995,6,0,0,2.0894
1102,25:48:00,25:48:00,36996,7,0,0,2.4973
1102,25:49:00,25:49:00,36997,8,0,0,2.7748
1102,25:52:00,25:52:00,36998,9,0,0,3.4561
1102,25:55:00,25:55:00,37002,10,0,0,4.8778
1102,25:56:00,25:56:00,37003,11,0,0,5.5259
1102,25:58:00,25:58:00,37004,12,0,0,6.7360
1102,26:00:00,26:00:00,37005,13,0,0,7.2983
1102,26:02:00,26:02:00,38229,14,0,0,8.1587
1102,26:05:00,26:05:00,42673,15,0,0,9.0606
1103,26:05:00,26:05:00,39348,1,0,0,0.0000
1103,26:08:00,26:08:00,37378,2,0,0,0.9068
1103,26:10:00,26:10:00,37377,3,0,0,1.1998
1103,26:12:00,26:12:00,37376,4,0,0,1.5466
1103,26:14:00,26:14:00,36994,5,0,0,1.7955
1103,26:16:00,26:16:00,36995,6,0,0,2.0894
1103,26:18:00,26:18:00,36996,7,0,0,2.4973
1103,26:19:00,26:19:00,36997,8,0,0,2.7748
1103,26:22:00,26:22:00,36998,9,0,0,3.4561
1103,26:25:00,26:25:00,37002,10,0,0,4.8778
1103,26:26:00,26:26:00,37003,11,0,0,5.5259
1103,26:28:00,26:28:00,37004,12,0,0,6.7360
1103,26:30:00,26:30:00,37005,13,0,0,7.2983
1103,26:32:00,26:32:00,38229,14,0,0,8.1587
1103,26:35:00,26:35:00,42673,15,0,0,9.0606
1104,07:12:00,07:12:00,39348,1,0,0,0.0000
1104,07:15:00,07:15:00,37378,2,0,0,0.9068
1104,07:17:00,07:17:00,37377,3,0,0,1.1998
1104,07:19:00,07:19:00,37376,4,0,0,1.5466
1104,07:21:00,07:21:00,36994,5,0,0,1.7955
1104,07:23:00,07:23:00,36995,6,0,0,2.0894
1104,07:25:00,07:25:00,36996,7,0,0,2.4973
1104,07:26:00,07:26:00,36997,8,0,0,2.7748
1104,07:29:00,07:29:00,36998,9,0,0,3.4561
1104,07:32:00,07:32:00,37002,10,0,0,4.8778
1104,07:33:00,07:33:00,37003,11,0,0,5.5259
1105,07:59:00,07:59:00,39348,1,0,0,0.0000
1105,08:02:00,08:02:00,37378,2,0,0,0.9068
1105,08:04:00,08:04:00,37377,3,0,0,1.1998
1105,08:06:00,08:06:00,37376,4,0,0,1.5466
1105,08:08:00,08:08:00,36994,5,0,0,1.7955
1105,08:10:00,08:10:00,36995,6,0,0,2.0894
1105,08:12:00,08:12:00,36996,7,0,0,2.4973
1105,08:13:00,08:13:00,36997,8,0,0,2.7748
1105,08:16:00,08:16:00,36998,9,0,0,3.4561
1105,08:19:00,08:19:00,37002,10,0,0,4.8778
1105,08:20:00,08:20:00,37003,11,0,0,5.5259
1106,17:10:00,17:10:00,39348,1,0,0,0.0000
1106,17:13:00,17:13:00,37378,2,0,0,0.9068
1106,17:15:00,17:15:00,37377,3,0,0,1.1998
1106,17:17:00,17:17:00,37376,4,0,0,1.5466
1106,17:19:00,17:19:00,36994,5,0,0,1.7955
1106,17:21:00,17:21:00,36995,6,0,0,2.0894
1106,17:23:00,17:23:00,36996,7,0,0,2.4973
1106,17:24:00,17:24:00,36997,8,0,0,2.7748
1106,17:27:00,17:27:00,36998,9,0,0,3.4561
1106,17:30:00,17:30:00,37002,10,0,0,4.8778
1106,17:31:00,17:31:00,37003,11,0,0,5.5259
1107,18:36:00,18:36:00,39348,1,0,0,0.0000
1107,18:39:00,18:39:00,37378,2,0,0,0.9068
1107,18:41:00,18:41:00,37377,3,0,0,1.1998
1107,18:43:00,18:43:00,37376,4,0,0,1.5466
1107,18:45:00,18:45:00,36994,5,0,0,1.7955
1107,18:47:00,18:47:00,36995,6,0,0,2.0894
1107,18:49:00,18:49:00,36996,7,0,0,2.4973
1107,18:50:00,18:50:00,36997,8,0,0,2.7748
1107,18:53:00,18:53:00,36998,9,0,0,3.4561
1107,18:56:00,18:56:00,37002,10,0,0,4.8778
1107,18:57:00,18:57:00,37003,11,0,0,5.5259
1108,05:08:00,05:08:00,37002,1,0,0,0.0000
1108,05:09:00,05:09:00,37003,2,0,0,0.6502
1108,05:11:00,05:11:00,37004,3,0,0,1.8602
1108,05:13:00,05:13:00,37005,4,0,0,2.4225
1108,05:15:00,05:15:00,38229,5,0,0,3.2830
1108,05:18:00,05:18:00,42673,6,0,0,4.1848
1109,05:36:00,05:36:00,37002,1,0,0,0.0000
1109,05:37:00,05:37:00,37003,2,0,0,0.6502
1109,05:39:00,05:39:00,37004,3,0,0,1.8602
1109,05:41:00,05:41:00,37005,4,0,0,2.4225
1109,05:43:00,05:43:00,38229,5,0,0,3.2830
1109,05:46:00,05:46:00,42673,6,0,0,4.1848
1110,06:32:00,06:32:00,37002,1,0,0,0.0000
1110,06:33:00,06:33:00,37003,2,0,0,0.6502
1110,06:35:00,06:35:00,37004,3,0,0,1.8602
1110,06:37:00,06:37:00,37005,4,0,0,2.4225
1110,06:39:00,06:39:00,38229,5,0,0,3.2830
1110,06:42:00,06:42:00,42673,6,0,0,4.1848
1111,06:57:00,06:57:00,37002,1,0,0,0.0000
1111,06:58:00,06:58:00,37003,2,0,0,0.6502
1111,07:00:00,07:00:00,37004,3,0,0,1.8602
1111,07:02:00,07:02:00,37005,4,0,0,2.4225
1111,07:04:00,07:04:00,38229,5,0,0,3.2830
1111,07:07:00,07:07:00,42673,6,0,0,4.1848
1112,07:34:00,07:34:00,37002,1,0,0,0.0000
1112,07:35:00,07:35:00,37003,2,0,0,0.6502
1112,07:37:00,07:37:00,37004,3,0,0,1.8602
1112,07:39:00,07:39:00,37005,4,0,0,2.4225
1112,07:41:00,07:41:00,38229,5,0,0,3.2830
1112,07:44:00,07:44:00,42673,6,0,0,4.1848
1113,14:50:00,14:50:00,37002,1,0,0,0.0000
1113,14:51:00,14:51:00,37003,2,0,0,0.6502
1113,14:53:00,14:53:00,37004,3,0,0,1.8602
1113,14:55:00,14:55:00,37005,4,0,0,2.4225
1113,14:57:00,14:57:00,38229,5,0,0,3.2830
1113,15:00:00,15:00:00,42673,6,0,0,4.1848
1114,15:17:00,15:17:00,37002,1,0,0,0.0000
1114,15:18:00,15:18:00,37003,2,0,0,0.6502
1114,15:20:00,15:20:00,37004,3,0,0,1.8602
1114,15:22:00,15:22:00,37005,4,0,0,2.4225
1114,15:24:00,15:24:00,38229,5,0,0,3.2830
1114,15:27:00,15:27:00,42673,6,0,0,4.1848
1115,15:35:00,15:35:00,37002,1,0,0,0.0000
1115,15:36:00,15:36:00,37003,2,0,0,0.6502
1115,15:38:00,15:38:00,37004,3,0,0,1.8602
1115,15:40:00,15:40:00,37005,4,0,0,2.4225
1115,15:42:00,15:42:00,38229,5,0,0,3.2830
1115,15:45:00,15:45:00,42673,6,0,0,4.1848
1116,16:30:00,16:30:00,37002,1,0,0,0.0000
1116,16:31:00,16:31:00,37003,2,0,0,0.6502
1116,16:33:00,16:33:00,37004,3,0,0,1.8602
1116,16:35:00,16:35:00,37005,4,0,0,2.4225
1116,16:37:00,16:37:00,38229,5,0,0,3.2830
1117,07:08:00,07:08:00,39348,1,0,0,0.0000
1117,07:11:00,07:11:00,37378,2,0,0,0.9068
1117,07:15:00,07:15:00,37376,3,0,0,1.5466
1117,07:17:00,07:17:00,36994,4,0,0,1.7955
1117,07:19:00,07:19:00,36995,5,0,0,2.0894
1117,07:24:00,07:24:00,36998,6,0,0,3.4561
1117,07:29:00,07:29:00,37004,7,0,0,6.7360
1117,07:31:00,07:31:00,37005,8,0,0,7.2983
1117,07:33:00,07:33:00,38229,9,0,0,8.1587
1117,07:36:00,07:36:00,42673,10,0,0,9.0606
1118,07:22:00,07:22:00,39348,1,0,0,0.0000
1118,07:25:00,07:25:00,37378,2,0,0,0.9068
1118,07:29:00,07:29:00,37376,3,0,0,1.5466
1118,07:31:00,07:31:00,36994,4,0,0,1.7955
1118,07:33:00,07:33:00,36995,5,0,0,2.0894
1118,07:38:00,07:38:00,36998,6,0,0,3.4561
1118,07:43:00,07:43:00,37004,7,0,0,6.7360
1118,07:45:00,07:45:00,37005,8,0,0,7.2983
1118,07:47:00,07:47:00,38229,9,0,0,8.1587
1118,07:50:00,07:50:00,42673,10,0,0,9.0606
1119,08:07:00,08:07:00,39348,1,0,0,0.0000
1119,08:10:00,08:10:00,37378,2,0,0,0.9068
1119,08:14:00,08:14:00,37376,3,0,0,1.5466
1119,08:16:00,08:16:00,36994,4,0,0,1.7955
1119,08:18:00,08:18:00,36995,5,0,0,2.0894
1119,08:23:00,08:23:00,36998,6,0,0,3.4561
1119,08:28:00,08:28:00,37004,7,0,0,6.7360
1119,08:30:00,08:30:00,37005,8,0,0,7.2983
1119,08:32:00,08:32:00,38229,9,0,0,8.1587
1119,08:35:00,08:35:00,42673,10,0,0,9.0606
1120,08:22:00,08:22:00,39348,1,0,0,0.0000
1120,08:25:00,08:25:00,37378,2,0,0,0.9068
1120,08:29:00,08:29:00,37376,3,0,0,1.5466
1120,08:31:00,08:31:00,36994,4,0,0,1.7955
1120,08:33:00,08:33:00,36995,5,0,0,2.0894
1120,08:38:00,08:38:00,36998,6,0,0,3.4561
1120,08:43:00,08:43:00,37004,7,0,0,6.7360
1120,08:45:00,08:45:00,37005,8,0,0,7.2983
1120,08:47:00,08:47:00,38229,9,0,0,8.1587
1120,08:50:00,08:50:00,42673,10,0,0,9.0606
1121,16:10:00,16:10:00,39348,1,0,0,0.0000
1121,16:13:00,16:13:00,37378,2,0,0,0.9068
1121,16:17:00,16:17:00,37376,3,0,0,1.5466
1121,16:19:00,16:19:00,36994,4,0,0,1.7955
1121,16:21:00,16:21:00,36995,5,0,0,2.0894
1121,16:26:00,16:26:00,36998,6,0,0,3.4561
1121,16:31:00,16:31:00,37004,7,0,0,6.7360
1121,16:33:00,16:33:00,37005,8,0,0,7.2983
1121,16:35:00,16:35:00,38229,9,0,0,8.1587
1121,16:38:00,16:38:00,42673,10,0,0,9.0606
1122,16:36:00,16:36:00,39348,1,0,0,0.0000
1122,16:39:00,16:39:00,37378,2,0,0,0.9068
1122,16:43:00,16:43:00,37376,3,0,0,1.5466
1122,16:45:00,16:45:00,36994,4,0,0,1.7955
1122,16:47:00,16:47:00,36995,5,0,0,2.0894
1122,16:52:00,16:52:00,36998,6,0,0,3.4561
1122,16:57:00,16:57:00,37004,7,0,0,6.7360
1122,16:59:00,16:59:00,37005,8,0,0,7.2983
1122,17:01:00,17:01:00,38229,9,0,0,8.1587
1122,17:04:00,17:04:00,42673,10,0,0,9.0606
1123,17:06:00,17:06:00,39348,1,0,0,0.0000
1123,17:09:00,17:09:00,37378,2,0,0,0.9068
1123,17:13:00,17:13:00,37376,3,0,0,1.5466
1123,17:15:00,17:15:00,36994,4,0,0,1.7955
1123,17:17:00,17:17:00,36995,5,0,0,2.0894
1123,17:22:00,17:22:00,36998,6,0,0,3.4561
1123,17:27:00,17:27:00,37004,7,0,0,6.7360
1123,17:29:00,17:29:00,37005,8,0,0,7.2983
1123,17:31:00,17:31:00,38229,9,0,0,8.1587
1123,17:34:00,17:34:00,42673,10,0,0,9.0606
1124,17:24:00,17:24:00,39348,1,0,0,0.0000
1124,17:27:00,17:27:00,37378,2,0,0,0.9068
1124,17:31:00,17:31:00,37376,3,0,0,1.5466
1124,17:33:00,17:33:00,36994,4,0,0,1.7955
1124,17:35:00,17:35:00,36995,5,0,0,2.0894
1124,17:40:00,17:40:00,36998,6,0,0,3.4561
1124,17:45:00,17:45:00,37004,7,0,0,6.7360
1124,17:47:00,17:47:00,37005,8,0,0,7.2983
1124,17:49:00,17:49:00,38229,9,0,0,8.1587
1124,17:52:00,17:52:00,42673,10,0,0,9.0606
1125,17:46:00,17:46:00,39348,1,0,0,0.0000
1125,17:49:00,17:49:00,37378,2,0,0,0.9068
1125,17:53:00,17:53:00,37376,3,0,0,1.5466
1125,17:55:00,17:55:00,36994,4,0,0,1.7955
1125,17:57:00,17:57:00,36995,5,0,0,2.0894
1125,18:02:00,18:02:00,36998,6,0,0,3.4561
1125,18:07:00,18:07:00,37004,7,0,0,6.7360
1125,18:09:00,18:09:00,37005,8,0,0,7.2983
1125,18:11:00,18:11:00,38229,9,0,0,8.1587
1125,18:14:00,18:14:00,42673,10,0,0,9.0606
1126,18:12:00,18:12:00,39348,1,0,0,0.0000
1126,18:15:00,18:15:00,37378,2,0,0,0.9068
1126,18:19:00,18:19:00,37376,3,0,0,1.5466
1126,18:21:00,18:21:00,36994,4,0,0,1.7955
1126,18:23:00,18:23:00,36995,5,0,0,2.0894
1126,18:28:00,18:28:00,36998,6,0,0,3.4561
1126,18:33:00,18:33:00,37004,7,0,0,6.7360
1126,18:35:00,18:35:00,37005,8,0,0,7.2983
1126,18:37:00,18:37:00,38229,9,0,0,8.1587
1126,18:40:00,18:40:00,42673,10,0,0,9.0606
1127,18:30:00,18:30:00,39348,1,0,0,0.0000
1127,18:33:00,18:33:00,37378,2,0,0,0.9068
1127,18:37:00,18:37:00,37376,3,0,0,1.5466
1127,18:39:00,18:39:00,36994,4,0,0,1.7955
1127,18:41:00,18:41:00,36995,5,0,0,2.0894
1127,18:46:00,18:46:00,36998,6,0,0,3.4561
1127,18:51:00,18:51:00,37004,7,0,0,6.7360
1127,18:53:00,18:53:00,37005,8,0,0,7.2983
1127,18:55:00,18:55:00,38229,9,0,0,8.1587
1127,18:58:00,18:58:00,42673,10,0,0,9.0606
1128,19:07:00,19:07:00,39348,1,0,0,0.0000
1128,19:10:00,19:10:00,37378,2,0,0,0.9068
1128,19:14:00,19:14:00,37376,3,0,0,1.5466
1128,19:16:00,19:16:00,36994,4,0,0,1.7955
1128,19:18:00,19:18:00,36995,5,0,0,2.0894
1128,19:23:00,19:23:00,36998,6,0,0,3.4561
1128,19:28:00,19:28:00,37004,7,0,0,6.7360
1128,19:30:00,19:30:00,37005,8,0,0,7.2983
1128,19:32:00,19:32:00,38229,9,0,0,8.1587
1128,19:35:00,19:35:00,42673,10,0,0,9.0606
1129,07:45:00,07:45:00,144,1,0,0,0.0000
1129,07:48:00,07:48:00,78,2,0,0,1.3716
1129,07:51:00,07:51:00,38417,3,0,0,2.7062
1129,07:55:00,07:55:00,128,4,0,0,4.0144
1129,07:58:00,07:58:00,3,5,0,0,5.8725
1129,08:07:00,08:07:00,51,6,0,0,10.6799
1129,08:11:00,08:11:00,126,7,0,0,12.2193
1129,08:16:00,08:16:00,121,8,0,0,16.1557
1129,08:24:00,08:24:00,134,9,0,0,20.0750
1129,08:32:00,08:32:00,38174,10,0,0,24.8989
1129,08:44:00,08:44:00,63,11,0,0,28.0070
1130,05:35:00,05:35:00,144,1,0,0,0.0000
1130,05:37:00,05:37:00,78,2,0,0,1.3716
1130,05:40:00,05:40:00,38417,3,0,0,2.7062
1130,05:50:00,05:50:00,131,4,0,0,9.3767
1130,05:54:00,05:54:00,51,5,0,0,10.7794
1130,05:58:00,05:58:00,126,6,0,0,12.3187
1130,06:01:00,06:01:00,25,7,0,0,13.5703
1130,06:06:00,06:06:00,121,8,0,0,16.2553
1130,06:14:00,06:14:00,134,9,0,0,20.1746
1130,06:22:00,06:22:00,38174,10,0,0,24.9985
1130,06:35:00,06:35:00,63,11,0,0,28.1066
1131,19:25:00,19:25:00,144,1,0,0,0.0000
1131,19:29:00,19:29:00,38417,2,0,0,2.6903
1131,19:32:00,19:32:00,128,3,0,0,3.9985
1131,19:37:00,19:37:00,151,4,0,0,7.1758
1131,19:40:00,19:40:00,64,5,0,0,8.3604
1131,19:43:00,19:43:00,131,6,0,0,9.5716
1131,19:49:00,19:49:00,126,7,0,0,12.3854
1131,19:52:00,19:52:00,25,8,0,0,13.6369
1131,20:02:00,20:02:00,134,9,0,0,20.2036
1131,20:10:00,20:10:00,38174,10,0,0,25.0275
1131,20:22:00,20:22:00,63,11,0,0,28.1356
1132,07:14:00,07:14:00,151,1,0,0,0.0000
1132,07:17:00,07:17:00,64,2,0,0,1.1847
1132,07:21:00,07:21:00,131,3,0,0,2.3958
1132,07:25:00,07:25:00,51,4,0,0,3.7985
1132,07:29:00,07:29:00,126,5,0,0,5.3379
1132,07:32:00,07:32:00,25,6,0,0,6.5894
1132,07:37:00,07:37:00,121,7,0,0,9.2744
1132,07:41:00,07:41:00,46,8,0,0,10.5430
